Sex,Age,Smoking habits,Year,percent
Females,40-49,Smoke daily,2012,0.155
Females,50-59,Have never smoked,2012,0.411
Females,50-59,Stopped smoking,2012,0.431
Females,50-59,Smoke less than daily,2012,0.028
Females,50-59,Smoke daily,2012,0.13
Females,60-69,Have never smoked,2012,0.424
Females,60-69,Stopped smoking,2012,0.402
Females,60-69,Smoke less than daily,2012,0.049
Females,60-69,Smoke daily,2012,0.125
Females,70-89,Have never smoked,2012,0.371
Females,70-89,Stopped smoking,2012,0.514
Females,70-89,Smoke less than daily,2012,0.0
Females,70-89,Smoke daily,2012,0.114
Females,18-69,Have never smoked,2012,0.515
Females,18-69,Stopped smoking,2012,0.312
Females,18-69,Smoke less than daily,2012,0.042
Females,18-69,Smoke daily,2012,0.13
Females,18-79,Have never smoked,2012,0.505
Females,18-79,Stopped smoking,2012,0.327
Females,18-79,Smoke less than daily,2012,0.04
Females,18-79,Smoke daily,2012,0.128
Females,18-89,Have never smoked,2012,0.504
Females,18-89,Stopped smoking,2012,0.329
Females,18-89,Smoke less than daily,2012,0.039
Females,18-89,Smoke daily,2012,0.128
Total,18-29,Have never smoked,2013,0.64
Total,18-29,Stopped smoking,2013,0.168
Total,18-29,Smoke less than daily,2013,0.088
Total,18-29,Smoke daily,2013,0.104
Total,30-39,Have never smoked,2013,0.548
Total,30-39,Stopped smoking,2013,0.251
Total,30-39,Smoke less than daily,2013,0.058
Total,30-39,Smoke daily,2013,0.143
Total,40-49,Have never smoked,2013,0.439
Total,40-49,Stopped smoking,2013,0.369
Total,40-49,Smoke less than daily,2013,0.06
Total,40-49,Smoke daily,2013,0.132
Total,50-59,Have never smoked,2013,0.359
Total,50-59,Stopped smoking,2013,0.452
Total,50-59,Smoke less than daily,2013,0.04
Total,50-59,Smoke daily,2013,0.149
Total,60-69,Have never smoked,2013,0.246
Total,60-69,Stopped smoking,2013,0.616
Total,60-69,Smoke less than daily,2013,0.032
Total,60-69,Smoke daily,2013,0.107
Total,70-89,Have never smoked,2013,0.379
Total,70-89,Stopped smoking,2013,0.56
Total,70-89,Smoke less than daily,2013,0.018
Total,70-89,Smoke daily,2013,0.043
Total,18-69,Have never smoked,2013,0.462
Total,18-69,Stopped smoking,2013,0.354
Total,18-69,Smoke less than daily,2013,0.057
Total,18-69,Smoke daily,2013,0.127
Total,18-79,Have never smoked,2013,0.455
Total,18-79,Stopped smoking,2013,0.372
Total,18-79,Smoke less than daily,2013,0.053
Total,18-79,Smoke daily,2013,0.12
Total,18-89,Have never smoked,2013,0.453
Total,18-89,Stopped smoking,2013,0.375
Total,18-89,Smoke less than daily,2013,0.053
Total,18-89,Smoke daily,2013,0.118
Males,18-29,Have never smoked,2013,0.645
Males,18-29,Stopped smoking,2013,0.15
Males,18-29,Smoke less than daily,2013,0.096
Males,18-29,Smoke daily,2013,0.109
Males,30-39,Have never smoked,2013,0.577
Males,30-39,Stopped smoking,2013,0.235
Males,30-39,Smoke less than daily,2013,0.065
Males,30-39,Smoke daily,2013,0.123
Males,40-49,Have never smoked,2013,0.414
Males,40-49,Stopped smoking,2013,0.392
Males,40-49,Smoke less than daily,2013,0.043
Males,40-49,Smoke daily,2013,0.151
Males,50-59,Have never smoked,2013,0.373
Males,50-59,Stopped smoking,2013,0.432
Males,50-59,Smoke less than daily,2013,0.051
Males,50-59,Smoke daily,2013,0.144
Males,60-69,Have never smoked,2013,0.202
Males,60-69,Stopped smoking,2013,0.722
Males,60-69,Smoke less than daily,2013,0.02
Males,60-69,Smoke daily,2013,0.056
Males,70-89,Have never smoked,2013,0.304
Males,70-89,Stopped smoking,2013,0.63
Males,70-89,Smoke less than daily,2013,0.014
Males,70-89,Smoke daily,2013,0.051
Males,18-69,Have never smoked,2013,0.462
Males,18-69,Stopped smoking,2013,0.361
Males,18-69,Smoke less than daily,2013,0.058
Males,18-69,Smoke daily,2013,0.118
Males,18-79,Have never smoked,2013,0.448
Males,18-79,Stopped smoking,2013,0.385
Males,18-79,Smoke less than daily,2013,0.053
Males,18-79,Smoke daily,2013,0.113
Males,18-89,Have never smoked,2013,0.446
Males,18-89,Stopped smoking,2013,0.389
Males,18-89,Smoke less than daily,2013,0.054
Males,18-89,Smoke daily,2013,0.111
Females,18-29,Have never smoked,2013,0.635
Females,18-29,Stopped smoking,2013,0.186
Females,18-29,Smoke less than daily,2013,0.081
Females,18-29,Smoke daily,2013,0.098
Females,30-39,Have never smoked,2013,0.519
Females,30-39,Stopped smoking,2013,0.267
Females,30-39,Smoke less than daily,2013,0.05
Females,30-39,Smoke daily,2013,0.163
Females,40-49,Have never smoked,2013,0.466
Females,40-49,Stopped smoking,2013,0.344
Females,40-49,Smoke less than daily,2013,0.077
Females,40-49,Smoke daily,2013,0.113
Females,50-59,Have never smoked,2013,0.346
Females,50-59,Stopped smoking,2013,0.471
Females,50-59,Smoke less than daily,2013,0.029
Females,50-59,Smoke daily,2013,0.154
Females,60-69,Have never smoked,2013,0.286
Females,60-69,Stopped smoking,2013,0.516
Females,60-69,Smoke less than daily,2013,0.042
Females,60-69,Smoke daily,2013,0.155
Females,70-89,Have never smoked,2013,0.451
Females,70-89,Stopped smoking,2013,0.493
Females,70-89,Smoke less than daily,2013,0.021
Females,70-89,Smoke daily,2013,0.035
Females,18-69,Have never smoked,2013,0.462
Females,18-69,Stopped smoking,2013,0.347
Females,18-69,Smoke less than daily,2013,0.056
Females,18-69,Smoke daily,2013,0.136
Females,18-79,Have never smoked,2013,0.461
Females,18-79,Stopped smoking,2013,0.358
Females,18-79,Smoke less than daily,2013,0.053
Females,18-79,Smoke daily,2013,0.128
Females,18-89,Have never smoked,2013,0.461
Females,18-89,Stopped smoking,2013,0.361
Females,18-89,Smoke less than daily,2013,0.053
Females,18-89,Smoke daily,2013,0.125
Total,18-29,Have never smoked,2014,0.667
Total,18-29,Stopped smoking,2014,0.188
Total,18-29,Smoke less than daily,2014,0.04
Total,18-29,Smoke daily,2014,0.106
Total,30-39,Have never smoked,2014,0.519
Total,30-39,Stopped smoking,2014,0.307
Total,30-39,Smoke less than daily,2014,0.039
Total,30-39,Smoke daily,2014,0.135
Total,40-49,Have never smoked,2014,0.517
Total,40-49,Stopped smoking,2014,0.273
Total,40-49,Smoke less than daily,2014,0.065
Total,40-49,Smoke daily,2014,0.145
Total,50-59,Have never smoked,2014,0.336
Total,50-59,Stopped smoking,2014,0.499
Total,50-59,Smoke less than daily,2014,0.022
Total,50-59,Smoke daily,2014,0.144
Total,60-69,Have never smoked,2014,0.303
Total,60-69,Stopped smoking,2014,0.544
Total,60-69,Smoke less than daily,2014,0.033
Total,60-69,Smoke daily,2014,0.121
Total,70-89,Have never smoked,2014,0.319
Total,70-89,Stopped smoking,2014,0.588
Total,70-89,Smoke less than daily,2014,0.0
Total,70-89,Smoke daily,2014,0.092
Total,18-69,Have never smoked,2014,0.474
Total,18-69,Stopped smoking,2014,0.357
Total,18-69,Smoke less than daily,2014,0.04
Total,18-69,Smoke daily,2014,0.129
Total,18-79,Have never smoked,2014,0.46
Total,18-79,Stopped smoking,2014,0.379
Total,18-79,Smoke less than daily,2014,0.036
Total,18-79,Smoke daily,2014,0.126
Total,18-89,Have never smoked,2014,0.46
Total,18-89,Stopped smoking,2014,0.379
Total,18-89,Smoke less than daily,2014,0.036
Total,18-89,Smoke daily,2014,0.126
Males,18-29,Have never smoked,2014,0.656
Males,18-29,Stopped smoking,2014,0.186
Males,18-29,Smoke less than daily,2014,0.045
Males,18-29,Smoke daily,2014,0.113
Males,30-39,Have never smoked,2014,0.532
Males,30-39,Stopped smoking,2014,0.346
Males,30-39,Smoke less than daily,2014,0.035
Males,30-39,Smoke daily,2014,0.087
Males,40-49,Have never smoked,2014,0.502
Males,40-49,Stopped smoking,2014,0.283
Males,40-49,Smoke less than daily,2014,0.049
Males,40-49,Smoke daily,2014,0.166
Males,50-59,Have never smoked,2014,0.362
Males,50-59,Stopped smoking,2014,0.476
Males,50-59,Smoke less than daily,2014,0.019
Males,50-59,Smoke daily,2014,0.143
Males,60-69,Have never smoked,2014,0.223
Males,60-69,Stopped smoking,2014,0.645
Males,60-69,Smoke less than daily,2014,0.019
Males,60-69,Smoke daily,2014,0.114
Males,70-89,Have never smoked,2014,0.262
Males,70-89,Stopped smoking,2014,0.643
Males,70-89,Smoke less than daily,2014,0.0
Males,70-89,Smoke daily,2014,0.095
Males,18-69,Have never smoked,2014,0.464
Males,18-69,Stopped smoking,2014,0.379
Males,18-69,Smoke less than daily,2014,0.034
Males,18-69,Smoke daily,2014,0.123
Males,18-79,Have never smoked,2014,0.444
Males,18-79,Stopped smoking,2014,0.405
Males,18-79,Smoke less than daily,2014,0.031
Males,18-79,Smoke daily,2014,0.12
Males,18-89,Have never smoked,2014,0.443
Males,18-89,Stopped smoking,2014,0.405
Males,18-89,Smoke less than daily,2014,0.03
Males,18-89,Smoke daily,2014,0.121
Females,18-29,Have never smoked,2014,0.677
Females,18-29,Stopped smoking,2014,0.189
Females,18-29,Smoke less than daily,2014,0.035
Females,18-29,Smoke daily,2014,0.098
Females,30-39,Have never smoked,2014,0.506
Females,30-39,Stopped smoking,2014,0.268
Females,30-39,Smoke less than daily,2014,0.043
Females,30-39,Smoke daily,2014,0.183
Females,40-49,Have never smoked,2014,0.534
Females,40-49,Stopped smoking,2014,0.262
Females,40-49,Smoke less than daily,2014,0.083
Females,40-49,Smoke daily,2014,0.121
Females,50-59,Have never smoked,2014,0.309
Females,50-59,Stopped smoking,2014,0.522
Females,50-59,Smoke less than daily,2014,0.024
Females,50-59,Smoke daily,2014,0.145
Females,60-69,Have never smoked,2014,0.371
Females,60-69,Stopped smoking,2014,0.457
Females,60-69,Smoke less than daily,2014,0.045
Females,60-69,Smoke daily,2014,0.127
Females,70-89,Have never smoked,2014,0.384
Females,70-89,Stopped smoking,2014,0.527
Females,70-89,Smoke less than daily,2014,0.0
Females,70-89,Smoke daily,2014,0.089
Females,18-69,Have never smoked,2014,0.485
Females,18-69,Stopped smoking,2014,0.335
Females,18-69,Smoke less than daily,2014,0.045
Females,18-69,Smoke daily,2014,0.134
Females,18-79,Have never smoked,2014,0.475
Females,18-79,Stopped smoking,2014,0.352
Females,18-79,Smoke less than daily,2014,0.042
Females,18-79,Smoke daily,2014,0.131
Females,18-89,Have never smoked,2014,0.476
Females,18-89,Stopped smoking,2014,0.353
Females,18-89,Smoke less than daily,2014,0.041
Females,18-89,Smoke daily,2014,0.13
Total,18-29,Have never smoked,2015,0.697
Total,18-29,Stopped smoking,2015,0.2
Total,18-29,Smoke less than daily,2015,0.036
Total,18-29,Smoke daily,2015,0.068
Total,30-39,Have never smoked,2015,0.544
Total,30-39,Stopped smoking,2015,0.279
Total,30-39,Smoke less than daily,2015,0.052
Total,30-39,Smoke daily,2015,0.126
Total,40-49,Have never smoked,2015,0.542
Total,40-49,Stopped smoking,2015,0.312
Total,40-49,Smoke less than daily,2015,0.03
Total,40-49,Smoke daily,2015,0.116
Total,50-59,Have never smoked,2015,0.323
Total,50-59,Stopped smoking,2015,0.487
Total,50-59,Smoke less than daily,2015,0.036
Total,50-59,Smoke daily,2015,0.154
Total,60-69,Have never smoked,2015,0.301
Total,60-69,Stopped smoking,2015,0.551
Total,60-69,Smoke less than daily,2015,0.03
Total,60-69,Smoke daily,2015,0.118
Total,70-89,Have never smoked,2015,0.369
Total,70-89,Stopped smoking,2015,0.56
Total,70-89,Smoke less than daily,2015,0.017
Total,70-89,Smoke daily,2015,0.054
Total,18-69,Have never smoked,2015,0.491
Total,18-69,Stopped smoking,2015,0.358
Total,18-69,Smoke less than daily,2015,0.037
Total,18-69,Smoke daily,2015,0.115
Total,18-79,Have never smoked,2015,0.477
Total,18-79,Stopped smoking,2015,0.378
Total,18-79,Smoke less than daily,2015,0.035
Total,18-79,Smoke daily,2015,0.11
Total,18-89,Have never smoked,2015,0.477
Total,18-89,Stopped smoking,2015,0.379
Total,18-89,Smoke less than daily,2015,0.035
Total,18-89,Smoke daily,2015,0.109
Males,18-29,Have never smoked,2015,0.653
Males,18-29,Stopped smoking,2015,0.225
Males,18-29,Smoke less than daily,2015,0.038
Males,18-29,Smoke daily,2015,0.084
Males,30-39,Have never smoked,2015,0.55
Males,30-39,Stopped smoking,2015,0.281
Males,30-39,Smoke less than daily,2015,0.049
Males,30-39,Smoke daily,2015,0.119
Males,40-49,Have never smoked,2015,0.513
Males,40-49,Stopped smoking,2015,0.301
Males,40-49,Smoke less than daily,2015,0.045
Males,40-49,Smoke daily,2015,0.141
Males,50-59,Have never smoked,2015,0.335
Males,50-59,Stopped smoking,2015,0.507
Males,50-59,Smoke less than daily,2015,0.043
Males,50-59,Smoke daily,2015,0.115
Males,60-69,Have never smoked,2015,0.305
Males,60-69,Stopped smoking,2015,0.556
Males,60-69,Smoke less than daily,2015,0.038
Males,60-69,Smoke daily,2015,0.102
Males,70-89,Have never smoked,2015,0.241
Males,70-89,Stopped smoking,2015,0.679
Males,70-89,Smoke less than daily,2015,0.006
Males,70-89,Smoke daily,2015,0.074
Males,18-69,Have never smoked,2015,0.481
Males,18-69,Stopped smoking,2015,0.366
Males,18-69,Smoke less than daily,2015,0.042
Males,18-69,Smoke daily,2015,0.111
Males,18-79,Have never smoked,2015,0.458
Males,18-79,Stopped smoking,2015,0.394
Males,18-79,Smoke less than daily,2015,0.039
Males,18-79,Smoke daily,2015,0.109
Males,18-89,Have never smoked,2015,0.456
Males,18-89,Stopped smoking,2015,0.397
Males,18-89,Smoke less than daily,2015,0.039
Males,18-89,Smoke daily,2015,0.108
Females,18-29,Have never smoked,2015,0.739
Females,18-29,Stopped smoking,2015,0.175
Females,18-29,Smoke less than daily,2015,0.034
Females,18-29,Smoke daily,2015,0.052
Females,30-39,Have never smoked,2015,0.537
Females,30-39,Stopped smoking,2015,0.276
Females,30-39,Smoke less than daily,2015,0.054
Females,30-39,Smoke daily,2015,0.133
Females,40-49,Have never smoked,2015,0.57
Females,40-49,Stopped smoking,2015,0.324
Females,40-49,Smoke less than daily,2015,0.015
Females,40-49,Smoke daily,2015,0.092
Females,50-59,Have never smoked,2015,0.312
Females,50-59,Stopped smoking,2015,0.466
Females,50-59,Smoke less than daily,2015,0.029
Females,50-59,Smoke daily,2015,0.194
Females,60-69,Have never smoked,2015,0.297
Females,60-69,Stopped smoking,2015,0.546
Females,60-69,Smoke less than daily,2015,0.022
Females,60-69,Smoke daily,2015,0.134
Females,70-89,Have never smoked,2015,0.479
Females,70-89,Stopped smoking,2015,0.457
Females,70-89,Smoke less than daily,2015,0.027
Females,70-89,Smoke daily,2015,0.037
Females,18-69,Have never smoked,2015,0.5
Females,18-69,Stopped smoking,2015,0.35
Females,18-69,Smoke less than daily,2015,0.031
Females,18-69,Smoke daily,2015,0.119
Females,18-79,Have never smoked,2015,0.496
Females,18-79,Stopped smoking,2015,0.362
Females,18-79,Smoke less than daily,2015,0.031
Females,18-79,Smoke daily,2015,0.111
Females,18-89,Have never smoked,2015,0.498
Females,18-89,Stopped smoking,2015,0.362
Females,18-89,Smoke less than daily,2015,0.031
Females,18-89,Smoke daily,2015,0.109
Total,18-29,Have never smoked,2016,0.703
Total,18-29,Stopped smoking,2016,0.17
Total,18-29,Smoke less than daily,2016,0.053
Total,18-29,Smoke daily,2016,0.074
Total,30-39,Have never smoked,2016,0.549
Total,30-39,Stopped smoking,2016,0.279
Total,30-39,Smoke less than daily,2016,0.054
Total,30-39,Smoke daily,2016,0.117
Total,40-49,Have never smoked,2016,0.521
Total,40-49,Stopped smoking,2016,0.33
Total,40-49,Smoke less than daily,2016,0.04
Total,40-49,Smoke daily,2016,0.11
Total,50-59,Have never smoked,2016,0.384
Total,50-59,Stopped smoking,2016,0.445
Total,50-59,Smoke less than daily,2016,0.048
Total,50-59,Smoke daily,2016,0.124
Total,60-69,Have never smoked,2016,0.296
Total,60-69,Stopped smoking,2016,0.569
Total,60-69,Smoke less than daily,2016,0.034
Total,60-69,Smoke daily,2016,0.1
Total,70-89,Have never smoked,2016,0.34
Total,70-89,Stopped smoking,2016,0.572
Total,70-89,Smoke less than daily,2016,0.006
Total,70-89,Smoke daily,2016,0.082
Total,18-69,Have never smoked,2016,0.501
Total,18-69,Stopped smoking,2016,0.349
Total,18-69,Smoke less than daily,2016,0.046
Total,18-69,Smoke daily,2016,0.104
Total,18-79,Have never smoked,2016,0.485
Total,18-79,Stopped smoking,2016,0.371
Total,18-79,Smoke less than daily,2016,0.042
Total,18-79,Smoke daily,2016,0.103
Total,18-89,Have never smoked,2016,0.484
Total,18-89,Stopped smoking,2016,0.372
Total,18-89,Smoke less than daily,2016,0.042
Total,18-89,Smoke daily,2016,0.102
Males,18-29,Have never smoked,2016,0.685
Males,18-29,Stopped smoking,2016,0.174
Males,18-29,Smoke less than daily,2016,0.078
Males,18-29,Smoke daily,2016,0.063
Males,30-39,Have never smoked,2016,0.585
Males,30-39,Stopped smoking,2016,0.242
Males,30-39,Smoke less than daily,2016,0.053
Males,30-39,Smoke daily,2016,0.12
Males,40-49,Have never smoked,2016,0.533
Males,40-49,Stopped smoking,2016,0.328
Males,40-49,Smoke less than daily,2016,0.042
Males,40-49,Smoke daily,2016,0.097
Males,50-59,Have never smoked,2016,0.407
Males,50-59,Stopped smoking,2016,0.452
Males,50-59,Smoke less than daily,2016,0.035
Males,50-59,Smoke daily,2016,0.106
Males,60-69,Have never smoked,2016,0.271
Males,60-69,Stopped smoking,2016,0.587
Males,60-69,Smoke less than daily,2016,0.034
Males,60-69,Smoke daily,2016,0.108
Males,70-89,Have never smoked,2016,0.27
Males,70-89,Stopped smoking,2016,0.65
Males,70-89,Smoke less than daily,2016,0.008
Males,70-89,Smoke daily,2016,0.072
Males,18-69,Have never smoked,2016,0.507
Males,18-69,Stopped smoking,2016,0.346
Males,18-69,Smoke less than daily,2016,0.049
Males,18-69,Smoke daily,2016,0.098
Males,18-79,Have never smoked,2016,0.484
Males,18-79,Stopped smoking,2016,0.375
Males,18-79,Smoke less than daily,2016,0.045
Males,18-79,Smoke daily,2016,0.096
Males,18-89,Have never smoked,2016,0.482
Males,18-89,Stopped smoking,2016,0.378
Males,18-89,Smoke less than daily,2016,0.046
Males,18-89,Smoke daily,2016,0.095
Females,18-29,Have never smoked,2016,0.722
Females,18-29,Stopped smoking,2016,0.166
Females,18-29,Smoke less than daily,2016,0.028
Females,18-29,Smoke daily,2016,0.085
Females,30-39,Have never smoked,2016,0.514
Females,30-39,Stopped smoking,2016,0.315
Females,30-39,Smoke less than daily,2016,0.055
Females,30-39,Smoke daily,2016,0.115
Females,40-49,Have never smoked,2016,0.508
Females,40-49,Stopped smoking,2016,0.332
Females,40-49,Smoke less than daily,2016,0.037
Females,40-49,Smoke daily,2016,0.123
Females,50-59,Have never smoked,2016,0.359
Females,50-59,Stopped smoking,2016,0.438
Females,50-59,Smoke less than daily,2016,0.061
Females,50-59,Smoke daily,2016,0.142
Females,60-69,Have never smoked,2016,0.319
Females,60-69,Stopped smoking,2016,0.553
Females,60-69,Smoke less than daily,2016,0.035
Females,60-69,Smoke daily,2016,0.093
Females,70-89,Have never smoked,2016,0.408
Females,70-89,Stopped smoking,2016,0.496
Females,70-89,Smoke less than daily,2016,0.004
Females,70-89,Smoke daily,2016,0.092
Females,18-69,Have never smoked,2016,0.495
Females,18-69,Stopped smoking,2016,0.352
Females,18-69,Smoke less than daily,2016,0.043
Females,18-69,Smoke daily,2016,0.11
Females,18-79,Have never smoked,2016,0.485
Females,18-79,Stopped smoking,2016,0.366
Females,18-79,Smoke less than daily,2016,0.039
Females,18-79,Smoke daily,2016,0.109
Females,18-89,Have never smoked,2016,0.486
Females,18-89,Stopped smoking,2016,0.367
Females,18-89,Smoke less than daily,2016,0.039
Females,18-89,Smoke daily,2016,0.109
Total,18-29,Have never smoked,2017,0.727
Total,18-29,Stopped smoking,2017,0.163
Total,18-29,Smoke less than daily,2017,0.038
Total,18-29,Smoke daily,2017,0.072
Total,30-39,Have never smoked,2017,0.591
Total,30-39,Stopped smoking,2017,0.261
Total,30-39,Smoke less than daily,2017,0.047
Total,30-39,Smoke daily,2017,0.101
Total,40-49,Have never smoked,2017,0.503
Total,40-49,Stopped smoking,2017,0.349
Total,40-49,Smoke less than daily,2017,0.04
Total,40-49,Smoke daily,2017,0.108
Total,50-59,Have never smoked,2017,0.392
Total,50-59,Stopped smoking,2017,0.451
Total,50-59,Smoke less than daily,2017,0.036
Total,50-59,Smoke daily,2017,0.121
Total,60-69,Have never smoked,2017,0.357
Total,60-69,Stopped smoking,2017,0.514
Total,60-69,Smoke less than daily,2017,0.022
Total,60-69,Smoke daily,2017,0.108
Total,70-89,Have never smoked,2017,0.335
Total,70-89,Stopped smoking,2017,0.616
Total,70-89,Smoke less than daily,2017,0.017
Total,70-89,Smoke daily,2017,0.032
Total,18-69,Have never smoked,2017,0.52
Total,18-69,Stopped smoking,2017,0.342
Total,18-69,Smoke less than daily,2017,0.037
Total,18-69,Smoke daily,2017,0.101
Total,18-79,Have never smoked,2017,0.502
Total,18-79,Stopped smoking,2017,0.367
Total,18-79,Smoke less than daily,2017,0.035
Total,18-79,Smoke daily,2017,0.095
Total,18-89,Have never smoked,2017,0.501
Total,18-89,Stopped smoking,2017,0.37
Total,18-89,Smoke less than daily,2017,0.035
Total,18-89,Smoke daily,2017,0.094
Males,18-29,Have never smoked,2017,0.706
Males,18-29,Stopped smoking,2017,0.185
Males,18-29,Smoke less than daily,2017,0.036
Males,18-29,Smoke daily,2017,0.073
Males,30-39,Have never smoked,2017,0.606
Males,30-39,Stopped smoking,2017,0.224
Males,30-39,Smoke less than daily,2017,0.054
Males,30-39,Smoke daily,2017,0.116
Males,40-49,Have never smoked,2017,0.529
Males,40-49,Stopped smoking,2017,0.321
Males,40-49,Smoke less than daily,2017,0.035
Males,40-49,Smoke daily,2017,0.115
Males,50-59,Have never smoked,2017,0.421
Males,50-59,Stopped smoking,2017,0.436
Males,50-59,Smoke less than daily,2017,0.048
Males,50-59,Smoke daily,2017,0.096
Males,60-69,Have never smoked,2017,0.347
Males,60-69,Stopped smoking,2017,0.538
Males,60-69,Smoke less than daily,2017,0.03
Males,60-69,Smoke daily,2017,0.086
Males,70-89,Have never smoked,2017,0.242
Males,70-89,Stopped smoking,2017,0.695
Males,70-89,Smoke less than daily,2017,0.022
Males,70-89,Smoke daily,2017,0.04
Males,18-69,Have never smoked,2017,0.526
Males,18-69,Stopped smoking,2017,0.336
Males,18-69,Smoke less than daily,2017,0.041
Males,18-69,Smoke daily,2017,0.097
Males,18-79,Have never smoked,2017,0.502
Males,18-79,Stopped smoking,2017,0.366
Males,18-79,Smoke less than daily,2017,0.04
Males,18-79,Smoke daily,2017,0.093
Males,18-89,Have never smoked,2017,0.498
Males,18-89,Stopped smoking,2017,0.372
Males,18-89,Smoke less than daily,2017,0.039
Males,18-89,Smoke daily,2017,0.091
Females,18-29,Have never smoked,2017,0.747
Females,18-29,Stopped smoking,2017,0.142
Females,18-29,Smoke less than daily,2017,0.039
Females,18-29,Smoke daily,2017,0.072
Females,30-39,Have never smoked,2017,0.576
Females,30-39,Stopped smoking,2017,0.3
Females,30-39,Smoke less than daily,2017,0.039
Females,30-39,Smoke daily,2017,0.085
Females,40-49,Have never smoked,2017,0.478
Females,40-49,Stopped smoking,2017,0.376
Females,40-49,Smoke less than daily,2017,0.044
Females,40-49,Smoke daily,2017,0.102
Females,50-59,Have never smoked,2017,0.361
Females,50-59,Stopped smoking,2017,0.467
Females,50-59,Smoke less than daily,2017,0.024
Females,50-59,Smoke daily,2017,0.148
Females,60-69,Have never smoked,2017,0.367
Females,60-69,Stopped smoking,2017,0.489
Females,60-69,Smoke less than daily,2017,0.014
Females,60-69,Smoke daily,2017,0.13
Females,70-89,Have never smoked,2017,0.421
Females,70-89,Stopped smoking,2017,0.542
Females,70-89,Smoke less than daily,2017,0.013
Females,70-89,Smoke daily,2017,0.025
Females,18-69,Have never smoked,2017,0.514
Females,18-69,Stopped smoking,2017,0.347
Females,18-69,Smoke less than daily,2017,0.033
Females,18-69,Smoke daily,2017,0.106
Females,18-79,Have never smoked,2017,0.503
Females,18-79,Stopped smoking,2017,0.369
Females,18-79,Smoke less than daily,2017,0.031
Females,18-79,Smoke daily,2017,0.098
Females,18-89,Have never smoked,2017,0.504
Females,18-89,Stopped smoking,2017,0.368
Females,18-89,Smoke less than daily,2017,0.03
Females,18-89,Smoke daily,2017,0.097
Total,18-29,Have never smoked,2018,0.72
Total,18-29,Stopped smoking,2018,0.152
Total,18-29,Smoke less than daily,2018,0.067
Total,18-29,Smoke daily,2018,0.06
Total,30-39,Have never smoked,2018,0.595
Total,30-39,Stopped smoking,2018,0.282
Total,30-39,Smoke less than daily,2018,0.03
Total,30-39,Smoke daily,2018,0.093
Total,40-49,Have never smoked,2018,0.557
Total,40-49,Stopped smoking,2018,0.314
Total,40-49,Smoke less than daily,2018,0.028
Total,40-49,Smoke daily,2018,0.101
Total,50-59,Have never smoked,2018,0.418
Total,50-59,Stopped smoking,2018,0.44
Total,50-59,Smoke less than daily,2018,0.032
Total,50-59,Smoke daily,2018,0.109
Total,60-69,Have never smoked,2018,0.354
Total,60-69,Stopped smoking,2018,0.503
Total,60-69,Smoke less than daily,2018,0.042
Total,60-69,Smoke daily,2018,0.102
Total,70-89,Have never smoked,2018,0.36
Total,70-89,Stopped smoking,2018,0.592
Total,70-89,Smoke less than daily,2018,0.008
Total,70-89,Smoke daily,2018,0.04
Total,18-69,Have never smoked,2018,0.534
Total,18-69,Stopped smoking,2018,0.333
Total,18-69,Smoke less than daily,2018,0.041
Total,18-69,Smoke daily,2018,0.092
Total,18-79,Have never smoked,2018,0.516
Total,18-79,Stopped smoking,2018,0.358
Total,18-79,Smoke less than daily,2018,0.038
Total,18-79,Smoke daily,2018,0.087
Total,18-89,Have never smoked,2018,0.515
Total,18-89,Stopped smoking,2018,0.361
Total,18-89,Smoke less than daily,2018,0.037
Total,18-89,Smoke daily,2018,0.086
Males,18-29,Have never smoked,2018,0.693
Males,18-29,Stopped smoking,2018,0.16
Males,18-29,Smoke less than daily,2018,0.098
Males,18-29,Smoke daily,2018,0.05
Males,30-39,Have never smoked,2018,0.584
Males,30-39,Stopped smoking,2018,0.276
Males,30-39,Smoke less than daily,2018,0.027
Males,30-39,Smoke daily,2018,0.113
Males,40-49,Have never smoked,2018,0.546
Males,40-49,Stopped smoking,2018,0.32
Males,40-49,Smoke less than daily,2018,0.032
Males,40-49,Smoke daily,2018,0.102
Males,50-59,Have never smoked,2018,0.384
Males,50-59,Stopped smoking,2018,0.499
Males,50-59,Smoke less than daily,2018,0.03
Males,50-59,Smoke daily,2018,0.087
Males,60-69,Have never smoked,2018,0.337
Males,60-69,Stopped smoking,2018,0.545
Males,60-69,Smoke less than daily,2018,0.039
Males,60-69,Smoke daily,2018,0.079
Males,70-89,Have never smoked,2018,0.28
Males,70-89,Stopped smoking,2018,0.675
Males,70-89,Smoke less than daily,2018,0.008
Males,70-89,Smoke daily,2018,0.037
Males,18-69,Have never smoked,2018,0.513
Males,18-69,Stopped smoking,2018,0.354
Males,18-69,Smoke less than daily,2018,0.046
Males,18-69,Smoke daily,2018,0.087
Males,18-79,Have never smoked,2018,0.49
Males,18-79,Stopped smoking,2018,0.386
Males,18-79,Smoke less than daily,2018,0.042
Males,18-79,Smoke daily,2018,0.082
Males,18-89,Have never smoked,2018,0.488
Males,18-89,Stopped smoking,2018,0.39
Males,18-89,Smoke less than daily,2018,0.041
Males,18-89,Smoke daily,2018,0.081
Females,18-29,Have never smoked,2018,0.744
Females,18-29,Stopped smoking,2018,0.145
Females,18-29,Smoke less than daily,2018,0.041
Females,18-29,Smoke daily,2018,0.069
Females,30-39,Have never smoked,2018,0.608
