"Year","Economic activity","Occupational group","Sex","Earnings and working hours","Mean","10%","20%","25% (1st quartile)","30%","40%","50% (median)","60%","70%","75% (3rd quartile)","80%","90%","Observations","Weighted bservations"
"2014","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Total","Total earnings",740,566,617,635,651,690,750,810,827,837,847,895,190,260
"2014","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Total","Hours paid",211.9,182.6,201.2,203.1,205.7,209.2,212.3,215.1,219.6,221.9,223.5,231.2,190.0,260.0
"2014","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Total","Total earnings",459,338,374,388,403,417,437,469,511,530,564,596,110,150
"2014","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Total","Hours paid",191.6,171.6,171.6,171.8,173.3,184.7,190.7,198.7,202.9,205.2,208.3,214.4,110.0,150.0
"2014","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Total","Total","Total earnings",540,345,421,440,453,475,499,535,571,590,635,842,200,450
"2014","Water supply; sewerage, waste management etc. (E)","Total","Total","Hours paid",201.2,162.5,169.7,173.3,178.4,195.0,202.0,209.2,214.6,219.9,227.8,240.6,200.0,450.0
"2014","Water supply; sewerage, waste management etc. (E)","Total","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Total","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Total","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Total","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Managers (1)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Managers (1)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Total","Total earnings",472,373,418,436,443,454,472,476,483,500,529,571,80,130
"2014","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Total","Hours paid",213.4,192.1,200.4,202.6,205.3,210.1,212.4,215.3,219.7,230.7,233.3,237.7,80.0,130.0
"2014","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft workers","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft workers","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Total","Total earnings",488,384,437,443,453,472,480,499,523,535,544,584,120,220
"2014","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Total","Hours paid",221.7,193.8,202.6,205.1,207.5,212.1,217.7,225.9,234.3,235.9,240.5,258.2,120.0,220.0
"2014","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Total","Total","Total earnings",586,393,454,469,489,517,545,581,645,667,698,774,380,1350
"2014","Construction (F)","Total","Total","Hours paid",190.0,162.5,171.3,173.3,176.3,185.1,188.5,193.7,199.8,203.5,208.1,218.9,380.0,1350.0
"2014","Construction (F)","Total","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Total","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Total","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Total","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Managers (1)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Managers (1)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Professionals (2)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Professionals (2)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Professionals (2)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Professionals (2)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Professionals (2)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Professionals (2)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Technicians and associate professionals (3)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Technicians and associate professionals (3)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Clerks (4)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Clerks (4)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Craft and related trades workers (7)","Total","Total earnings",563,394,461,472,489,517,536,570,639,654,675,751,150,890
"2014","Construction (F)","Craft and related trades workers (7)","Total","Hours paid",194.6,169.6,180.0,182.6,185.9,189.2,192.9,198.1,203.5,206.9,209.2,218.5,150.0,890.0
"2014","Construction (F)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Plant and machine operators and assemblers (8)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Plant and machine operators and assemblers (8)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Elementary occupations (9)","Total","Total earnings",466,371,384,385,420,451,460,460,485,528,535,561,60,120
"2014","Construction (F)","Elementary occupations (9)","Total","Hours paid",201.7,171.3,176.1,185.1,186.3,187.2,194.4,207.2,225.4,225.4,225.4,229.3,60.0,120.0
"2014","Construction (F)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","Construction (F)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
