Year,Quarter,Region,Sex,Age,employment_description,Rate
2005,Q2,Outside Capital region,Males,25-54,employment,0.951
2005,Q2,Outside Capital region,Males,55-74,employment,0.755
2005,Q2,Outside Capital region,Males,16-64,employment,0.921
2005,Q2,Outside Capital region,Males,25-64,employment,0.943
2005,Q2,Outside Capital region,Females,16-74,employment,0.726
2005,Q2,Outside Capital region,Females,16-24,employment,0.767
2005,Q2,Outside Capital region,Females,25-54,employment,0.811
2005,Q2,Outside Capital region,Females,55-74,employment,0.492
2005,Q2,Outside Capital region,Females,16-64,employment,0.799
2005,Q2,Outside Capital region,Females,25-64,employment,0.804
2005,Q3,Total,Total,16-74,employment,0.818
2005,Q3,Total,Total,16-24,employment,0.79
2005,Q3,Total,Total,25-54,employment,0.893
2005,Q3,Total,Total,55-74,employment,0.645
2005,Q3,Total,Total,16-64,employment,0.865
2005,Q3,Total,Total,25-64,employment,0.884
2005,Q3,Total,Males,16-74,employment,0.872
2005,Q3,Total,Males,16-24,employment,0.803
2005,Q3,Total,Males,25-54,employment,0.947
2005,Q3,Total,Males,55-74,employment,0.731
2005,Q3,Total,Males,16-64,employment,0.91
2005,Q3,Total,Males,25-64,employment,0.937
2005,Q3,Total,Females,16-74,employment,0.763
2005,Q3,Total,Females,16-24,employment,0.775
2005,Q3,Total,Females,25-54,employment,0.838
2005,Q3,Total,Females,55-74,employment,0.561
2005,Q3,Total,Females,16-64,employment,0.819
2005,Q3,Total,Females,25-64,employment,0.829
2005,Q3,Capital region,Total,16-74,employment,0.82
2005,Q3,Capital region,Total,16-24,employment,0.773
2005,Q3,Capital region,Total,25-54,employment,0.902
2005,Q3,Capital region,Total,55-74,employment,0.644
2005,Q3,Capital region,Total,16-64,employment,0.864
2005,Q3,Capital region,Total,25-64,employment,0.889
2005,Q3,Capital region,Males,16-74,employment,0.856
2005,Q3,Capital region,Males,16-24,employment,0.781
2005,Q3,Capital region,Males,25-54,employment,0.935
2005,Q3,Capital region,Males,55-74,employment,0.704
2005,Q3,Capital region,Males,16-64,employment,0.894
2005,Q3,Capital region,Males,25-64,employment,0.923
2005,Q3,Capital region,Females,16-74,employment,0.784
2005,Q3,Capital region,Females,16-24,employment,0.765
2005,Q3,Capital region,Females,25-54,employment,0.867
2005,Q3,Capital region,Females,55-74,employment,0.585
2005,Q3,Capital region,Females,16-64,employment,0.833
2005,Q3,Capital region,Females,25-64,employment,0.853
2005,Q3,Outside Capital region,Total,16-74,employment,0.815
2005,Q3,Outside Capital region,Total,16-24,employment,0.829
2005,Q3,Outside Capital region,Total,25-54,employment,0.879
2005,Q3,Outside Capital region,Total,55-74,employment,0.648
2005,Q3,Outside Capital region,Total,16-64,employment,0.869
2005,Q3,Outside Capital region,Total,25-64,employment,0.876
2005,Q3,Outside Capital region,Males,16-74,employment,0.9
2005,Q3,Outside Capital region,Males,16-24,employment,0.846
2005,Q3,Outside Capital region,Males,25-54,employment,0.968
2005,Q3,Outside Capital region,Males,55-74,employment,0.772
2005,Q3,Outside Capital region,Males,16-64,employment,0.939
2005,Q3,Outside Capital region,Males,25-64,employment,0.961
2005,Q3,Outside Capital region,Females,16-74,employment,0.723
2005,Q3,Outside Capital region,Females,16-24,employment,0.803
2005,Q3,Outside Capital region,Females,25-54,employment,0.789
2005,Q3,Outside Capital region,Females,55-74,employment,0.523
2005,Q3,Outside Capital region,Females,16-64,employment,0.791
2005,Q3,Outside Capital region,Females,25-64,employment,0.789
2005,Q4,Total,Total,16-74,employment,0.793
2005,Q4,Total,Total,16-24,employment,0.682
2005,Q4,Total,Total,25-54,employment,0.878
2005,Q4,Total,Total,55-74,employment,0.659
2005,Q4,Total,Total,16-64,employment,0.838
2005,Q4,Total,Total,25-64,employment,0.877
2005,Q4,Total,Males,16-74,employment,0.825
2005,Q4,Total,Males,16-24,employment,0.638
2005,Q4,Total,Males,25-54,employment,0.924
2005,Q4,Total,Males,55-74,employment,0.717
2005,Q4,Total,Males,16-64,employment,0.863
2005,Q4,Total,Males,25-64,employment,0.92
2005,Q4,Total,Females,16-74,employment,0.76
2005,Q4,Total,Females,16-24,employment,0.728
2005,Q4,Total,Females,25-54,employment,0.831
2005,Q4,Total,Females,55-74,employment,0.601
2005,Q4,Total,Females,16-64,employment,0.813
2005,Q4,Total,Females,25-64,employment,0.834
2005,Q4,Capital region,Total,16-74,employment,0.794
2005,Q4,Capital region,Total,16-24,employment,0.694
2005,Q4,Capital region,Total,25-54,employment,0.881
2005,Q4,Capital region,Total,55-74,employment,0.648
2005,Q4,Capital region,Total,16-64,employment,0.838
2005,Q4,Capital region,Total,25-64,employment,0.877
2005,Q4,Capital region,Males,16-74,employment,0.818
2005,Q4,Capital region,Males,16-24,employment,0.646
2005,Q4,Capital region,Males,25-54,employment,0.912
2005,Q4,Capital region,Males,55-74,employment,0.71
2005,Q4,Capital region,Males,16-64,employment,0.853
2005,Q4,Capital region,Males,25-64,employment,0.909
2005,Q4,Capital region,Females,16-74,employment,0.77
2005,Q4,Capital region,Females,16-24,employment,0.741
2005,Q4,Capital region,Females,25-54,employment,0.849
2005,Q4,Capital region,Females,55-74,employment,0.591
2005,Q4,Capital region,Females,16-64,employment,0.822
2005,Q4,Capital region,Females,25-64,employment,0.845
2005,Q4,Outside Capital region,Total,16-74,employment,0.791
2005,Q4,Outside Capital region,Total,16-24,employment,0.651
2005,Q4,Outside Capital region,Total,25-54,employment,0.873
2005,Q4,Outside Capital region,Total,55-74,employment,0.677
2005,Q4,Outside Capital region,Total,16-64,employment,0.84
2005,Q4,Outside Capital region,Total,25-64,employment,0.878
2005,Q4,Outside Capital region,Males,16-74,employment,0.837
2005,Q4,Outside Capital region,Males,16-24,employment,0.621
2005,Q4,Outside Capital region,Males,25-54,employment,0.944
2005,Q4,Outside Capital region,Males,55-74,employment,0.728
2005,Q4,Outside Capital region,Males,16-64,employment,0.881
2005,Q4,Outside Capital region,Males,25-64,employment,0.94
2005,Q4,Outside Capital region,Females,16-74,employment,0.741
2005,Q4,Outside Capital region,Females,16-24,employment,0.691
2005,Q4,Outside Capital region,Females,25-54,employment,0.8
2005,Q4,Outside Capital region,Females,55-74,employment,0.62
2005,Q4,Outside Capital region,Females,16-64,employment,0.795
2005,Q4,Outside Capital region,Females,25-64,employment,0.813
2006,Q1,Total,Total,16-74,employment,0.793
2006,Q1,Total,Total,16-24,employment,0.656
2006,Q1,Total,Total,25-54,employment,0.879
2006,Q1,Total,Total,55-74,employment,0.672
2006,Q1,Total,Total,16-64,employment,0.833
2006,Q1,Total,Total,25-64,employment,0.876
2006,Q1,Total,Males,16-74,employment,0.827
2006,Q1,Total,Males,16-24,employment,0.604
2006,Q1,Total,Males,25-54,employment,0.923
2006,Q1,Total,Males,55-74,employment,0.751
2006,Q1,Total,Males,16-64,employment,0.859
2006,Q1,Total,Males,25-64,employment,0.922
2006,Q1,Total,Females,16-74,employment,0.757
2006,Q1,Total,Females,16-24,employment,0.714
2006,Q1,Total,Females,25-54,employment,0.833
2006,Q1,Total,Females,55-74,employment,0.593
2006,Q1,Total,Females,16-64,employment,0.806
2006,Q1,Total,Females,25-64,employment,0.827
2006,Q1,Capital region,Total,16-74,employment,0.796
2006,Q1,Capital region,Total,16-24,employment,0.673
2006,Q1,Capital region,Total,25-54,employment,0.881
2006,Q1,Capital region,Total,55-74,employment,0.671
2006,Q1,Capital region,Total,16-64,employment,0.836
2006,Q1,Capital region,Total,25-64,employment,0.879
2006,Q1,Capital region,Males,16-74,employment,0.828
2006,Q1,Capital region,Males,16-24,employment,0.621
2006,Q1,Capital region,Males,25-54,employment,0.923
2006,Q1,Capital region,Males,55-74,employment,0.746
2006,Q1,Capital region,Males,16-64,employment,0.858
2006,Q1,Capital region,Males,25-64,employment,0.921
2006,Q1,Capital region,Females,16-74,employment,0.764
2006,Q1,Capital region,Females,16-24,employment,0.729
2006,Q1,Capital region,Females,25-54,employment,0.837
2006,Q1,Capital region,Females,55-74,employment,0.602
2006,Q1,Capital region,Females,16-64,employment,0.813
2006,Q1,Capital region,Females,25-64,employment,0.835
2006,Q1,Outside Capital region,Total,16-74,employment,0.786
2006,Q1,Outside Capital region,Total,16-24,employment,0.618
2006,Q1,Outside Capital region,Total,25-54,employment,0.875
2006,Q1,Outside Capital region,Total,55-74,employment,0.674
2006,Q1,Outside Capital region,Total,16-64,employment,0.827
2006,Q1,Outside Capital region,Total,25-64,employment,0.87
2006,Q1,Outside Capital region,Males,16-74,employment,0.825
2006,Q1,Outside Capital region,Males,16-24,employment,0.567
2006,Q1,Outside Capital region,Males,25-54,employment,0.923
2006,Q1,Outside Capital region,Males,55-74,employment,0.76
2006,Q1,Outside Capital region,Males,16-64,employment,0.86
2006,Q1,Outside Capital region,Males,25-64,employment,0.924
2006,Q1,Outside Capital region,Females,16-74,employment,0.744
2006,Q1,Outside Capital region,Females,16-24,employment,0.678
2006,Q1,Outside Capital region,Females,25-54,employment,0.825
2006,Q1,Outside Capital region,Females,55-74,employment,0.577
2006,Q1,Outside Capital region,Females,16-64,employment,0.791
2006,Q1,Outside Capital region,Females,25-64,employment,0.813
2006,Q2,Total,Total,16-74,employment,0.817
2006,Q2,Total,Total,16-24,employment,0.764
2006,Q2,Total,Total,25-54,employment,0.897
2006,Q2,Total,Total,55-74,employment,0.647
2006,Q2,Total,Total,16-64,employment,0.863
2006,Q2,Total,Total,25-64,employment,0.887
2006,Q2,Total,Males,16-74,employment,0.863
2006,Q2,Total,Males,16-24,employment,0.748
2006,Q2,Total,Males,25-54,employment,0.945
2006,Q2,Total,Males,55-74,employment,0.734
2006,Q2,Total,Males,16-64,employment,0.896
2006,Q2,Total,Males,25-64,employment,0.933
2006,Q2,Total,Females,16-74,employment,0.769
2006,Q2,Total,Females,16-24,employment,0.782
2006,Q2,Total,Females,25-54,employment,0.846
2006,Q2,Total,Females,55-74,employment,0.559
2006,Q2,Total,Females,16-64,employment,0.827
2006,Q2,Total,Females,25-64,employment,0.838
2006,Q2,Capital region,Total,16-74,employment,0.819
2006,Q2,Capital region,Total,16-24,employment,0.777
2006,Q2,Capital region,Total,25-54,employment,0.903
2006,Q2,Capital region,Total,55-74,employment,0.63
2006,Q2,Capital region,Total,16-64,employment,0.865
2006,Q2,Capital region,Total,25-64,employment,0.888
2006,Q2,Capital region,Males,16-74,employment,0.864
2006,Q2,Capital region,Males,16-24,employment,0.769
2006,Q2,Capital region,Males,25-54,employment,0.949
2006,Q2,Capital region,Males,55-74,employment,0.706
2006,Q2,Capital region,Males,16-64,employment,0.897
2006,Q2,Capital region,Males,25-64,employment,0.93
2006,Q2,Capital region,Females,16-74,employment,0.774
2006,Q2,Capital region,Females,16-24,employment,0.785
2006,Q2,Capital region,Females,25-54,employment,0.854
2006,Q2,Capital region,Females,55-74,employment,0.561
2006,Q2,Capital region,Females,16-64,employment,0.832
2006,Q2,Capital region,Females,25-64,employment,0.845
2006,Q2,Outside Capital region,Total,16-74,employment,0.814
2006,Q2,Outside Capital region,Total,16-24,employment,0.735
2006,Q2,Outside Capital region,Total,25-54,employment,0.888
2006,Q2,Outside Capital region,Total,55-74,employment,0.674
2006,Q2,Outside Capital region,Total,16-64,employment,0.859
2006,Q2,Outside Capital region,Total,25-64,employment,0.885
2006,Q2,Outside Capital region,Males,16-74,employment,0.862
2006,Q2,Outside Capital region,Males,16-24,employment,0.706
2006,Q2,Outside Capital region,Males,25-54,employment,0.94
2006,Q2,Outside Capital region,Males,55-74,employment,0.778
2006,Q2,Outside Capital region,Males,16-64,employment,0.896
2006,Q2,Outside Capital region,Males,25-64,employment,0.939
2006,Q2,Outside Capital region,Females,16-74,employment,0.76
2006,Q2,Outside Capital region,Females,16-24,employment,0.775
2006,Q2,Outside Capital region,Females,25-54,employment,0.832
2006,Q2,Outside Capital region,Females,55-74,employment,0.557
2006,Q2,Outside Capital region,Females,16-64,employment,0.817
2006,Q2,Outside Capital region,Females,25-64,employment,0.825
2006,Q3,Total,Total,16-74,employment,0.821
2006,Q3,Total,Total,16-24,employment,0.791
2006,Q3,Total,Total,25-54,employment,0.899
2006,Q3,Total,Total,55-74,employment,0.638
2006,Q3,Total,Total,16-64,employment,0.868
2006,Q3,Total,Total,25-64,employment,0.887
2006,Q3,Total,Males,16-74,employment,0.869
2006,Q3,Total,Males,16-24,employment,0.778
2006,Q3,Total,Males,25-54,employment,0.95
2006,Q3,Total,Males,55-74,employment,0.719
2006,Q3,Total,Males,16-64,employment,0.902
2006,Q3,Total,Males,25-64,employment,0.932
2006,Q3,Total,Females,16-74,employment,0.77
2006,Q3,Total,Females,16-24,employment,0.806
2006,Q3,Total,Females,25-54,employment,0.844
2006,Q3,Total,Females,55-74,employment,0.555
2006,Q3,Total,Females,16-64,employment,0.831
2006,Q3,Total,Females,25-64,employment,0.837
2006,Q3,Capital region,Total,16-74,employment,0.818
2006,Q3,Capital region,Total,16-24,employment,0.802
2006,Q3,Capital region,Total,25-54,employment,0.896
2006,Q3,Capital region,Total,55-74,employment,0.616
2006,Q3,Capital region,Total,16-64,employment,0.867
2006,Q3,Capital region,Total,25-64,employment,0.885
2006,Q3,Capital region,Males,16-74,employment,0.858
2006,Q3,Capital region,Males,16-24,employment,0.782
2006,Q3,Capital region,Males,25-54,employment,0.942
2006,Q3,Capital region,Males,55-74,employment,0.669
2006,Q3,Capital region,Males,16-64,employment,0.892
2006,Q3,Capital region,Males,25-64,employment,0.921
2006,Q3,Capital region,Females,16-74,employment,0.777
2006,Q3,Capital region,Females,16-24,employment,0.821
2006,Q3,Capital region,Females,25-54,employment,0.844
2006,Q3,Capital region,Females,55-74,employment,0.567
2006,Q3,Capital region,Females,16-64,employment,0.839
2006,Q3,Capital region,Females,25-64,employment,0.845
2006,Q3,Outside Capital region,Total,16-74,employment,0.827
2006,Q3,Outside Capital region,Total,16-24,employment,0.766
2006,Q3,Outside Capital region,Total,25-54,employment,0.904
2006,Q3,Outside Capital region,Total,55-74,employment,0.673
2006,Q3,Outside Capital region,Total,16-64,employment,0.87
2006,Q3,Outside Capital region,Total,25-64,employment,0.89
2006,Q3,Outside Capital region,Males,16-74,employment,0.889
2006,Q3,Outside Capital region,Males,16-24,employment,0.768
2006,Q3,Outside Capital region,Males,25-54,employment,0.964
2006,Q3,Outside Capital region,Males,55-74,employment,0.792
2006,Q3,Outside Capital region,Males,16-64,employment,0.92
2006,Q3,Outside Capital region,Males,25-64,employment,0.953
2006,Q3,Outside Capital region,Females,16-74,employment,0.758
2006,Q3,Outside Capital region,Females,16-24,employment,0.765
2006,Q3,Outside Capital region,Females,25-54,employment,0.843
2006,Q3,Outside Capital region,Females,55-74,employment,0.533
2006,Q3,Outside Capital region,Females,16-64,employment,0.813
2006,Q3,Outside Capital region,Females,25-64,employment,0.822
2006,Q4,Total,Total,16-74,employment,0.801
2006,Q4,Total,Total,16-24,employment,0.697
2006,Q4,Total,Total,25-54,employment,0.895
2006,Q4,Total,Total,55-74,employment,0.634
2006,Q4,Total,Total,16-64,employment,0.848
2006,Q4,Total,Total,25-64,employment,0.885
2006,Q4,Total,Males,16-74,employment,0.847
2006,Q4,Total,Males,16-24,employment,0.688
2006,Q4,Total,Males,25-54,employment,0.943
2006,Q4,Total,Males,55-74,employment,0.712
2006,Q4,Total,Males,16-64,employment,0.885
2006,Q4,Total,Males,25-64,employment,0.933
2006,Q4,Total,Females,16-74,employment,0.752
2006,Q4,Total,Females,16-24,employment,0.707
2006,Q4,Total,Females,25-54,employment,0.842
2006,Q4,Total,Females,55-74,employment,0.557
2006,Q4,Total,Females,16-64,employment,0.808
2006,Q4,Total,Females,25-64,employment,0.832
2006,Q4,Capital region,Total,16-74,employment,0.798
2006,Q4,Capital region,Total,16-24,employment,0.698
2006,Q4,Capital region,Total,25-54,employment,0.896
2006,Q4,Capital region,Total,55-74,employment,0.613
2006,Q4,Capital region,Total,16-64,employment,0.847
2006,Q4,Capital region,Total,25-64,employment,0.885
2006,Q4,Capital region,Males,16-74,employment,0.839
2006,Q4,Capital region,Males,16-24,employment,0.691
2006,Q4,Capital region,Males,25-54,employment,0.933
2006,Q4,Capital region,Males,55-74,employment,0.691
2006,Q4,Capital region,Males,16-64,employment,0.876
2006,Q4,Capital region,Males,25-64,employment,0.922
2006,Q4,Capital region,Females,16-74,employment,0.755
2006,Q4,Capital region,Females,16-24,employment,0.705
2006,Q4,Capital region,Females,25-54,employment,0.854
2006,Q4,Capital region,Females,55-74,employment,0.54
2006,Q4,Capital region,Females,16-64,employment,0.816
2006,Q4,Capital region,Females,25-64,employment,0.845
2006,Q4,Outside Capital region,Total,16-74,employment,0.806
2006,Q4,Outside Capital region,Total,16-24,employment,0.695
2006,Q4,Outside Capital region,Total,25-54,employment,0.892
2006,Q4,Outside Capital region,Total,55-74,employment,0.669
2006,Q4,Outside Capital region,Total,16-64,employment,0.85
2006,Q4,Outside Capital region,Total,25-64,employment,0.883
2006,Q4,Outside Capital region,Males,16-74,employment,0.861
2006,Q4,Outside Capital region,Males,16-24,employment,0.682
2006,Q4,Outside Capital region,Males,25-54,employment,0.96
2006,Q4,Outside Capital region,Males,55-74,employment,0.745
2006,Q4,Outside Capital region,Males,16-64,employment,0.903
2006,Q4,Outside Capital region,Males,25-64,employment,0.952
2006,Q4,Outside Capital region,Females,16-74,employment,0.745
2006,Q4,Outside Capital region,Females,16-24,employment,0.711
2006,Q4,Outside Capital region,Females,25-54,employment,0.819
2006,Q4,Outside Capital region,Females,55-74,employment,0.587
