Year,Quarter,Sector,Employment,Value unit,value
2008,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8200
2008,Q4,Total - All activities,Total employment,Persons,172900
2008,Q4,"Agriculture, forestry and fishing",Employees,Persons,5600
2008,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,22600
2008,Q4,Manufacturing,Employees,Persons,20200
2008,Q4,Construction,Employees,Persons,13000
2008,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,38700
2008,Q4,Information and communication,Employees,Persons,7300
2008,Q4,Financial and insurance activities,Employees,Persons,7600
2008,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,11600
2008,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,48800
2008,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,6800
2008,Q4,Total - All activities,Employees,Persons,163000
2008,Q4,"Agriculture, forestry and fishing",Self employed,Persons,2100
2008,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2008,Q4,Manufacturing,Self employed,Persons,300
2008,Q4,Construction,Self employed,Persons,1500
2008,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1500
2008,Q4,Information and communication,Self employed,Persons,400
2008,Q4,Financial and insurance activities,Self employed,Persons,100
2008,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1100
2008,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1400
2008,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1400
2008,Q4,Total - All activities,Self employed,Persons,9900
2008,Q4,"Agriculture, forestry and fishing",Total employment,Jobs,8800
2008,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,24300
2008,Q4,Manufacturing,Total employment,Jobs,21700
2008,Q4,Construction,Total employment,Jobs,15400
2008,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,44600
2008,Q4,Information and communication,Total employment,Jobs,8600
2008,Q4,Financial and insurance activities,Total employment,Jobs,8900
2008,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,15400
2008,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,59800
2008,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,11300
2008,Q4,Total - All activities,Total employment,Jobs,198600
2008,Q4,"Agriculture, forestry and fishing",Employees,Jobs,6000
2008,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,23800
2008,Q4,Manufacturing,Employees,Jobs,21100
2008,Q4,Construction,Employees,Jobs,13400
2008,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,42500
2008,Q4,Information and communication,Employees,Jobs,7900
2008,Q4,Financial and insurance activities,Employees,Jobs,8800
2008,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,13000
2008,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,56800
2008,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,8700
2008,Q4,Total - All activities,Employees,Jobs,182100
2008,Q4,"Agriculture, forestry and fishing",Self employed,Jobs,2800
2008,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2008,Q4,Manufacturing,Self employed,Jobs,500
2008,Q4,Construction,Self employed,Jobs,2000
2008,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2100
2008,Q4,Information and communication,Self employed,Jobs,700
2008,Q4,Financial and insurance activities,Self employed,Jobs,100
2008,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2400
2008,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3100
2008,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2700
2008,Q4,Total - All activities,Self employed,Jobs,16500
2009,Q1,"Agriculture, forestry and fishing",Total employment,Hours worked,3293800
2009,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,9014400
2009,Q1,Manufacturing,Total employment,Hours worked,7851300
2009,Q1,Construction,Total employment,Hours worked,4271800
2009,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,13044400
2009,Q1,Information and communication,Total employment,Hours worked,3036000
2009,Q1,Financial and insurance activities,Total employment,Hours worked,3296300
2009,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,4883900
2009,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,21407900
2009,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2812200
2009,Q1,Total - All activities,Total employment,Hours worked,65442600
2009,Q1,"Agriculture, forestry and fishing",Employees,Hours worked,2746900
2009,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,8916800
2009,Q1,Manufacturing,Employees,Hours worked,7754900
2009,Q1,Construction,Employees,Hours worked,3889700
2009,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,12666300
